Store,Date,Time,Term,Trans,SNAP_ID,Total Spent with SNAP,Total Spent on Fruit & Vegatables,Total Spent on Other Items,Value of Coupons Issued,Count of Coupons Issued,CASH,CHECKS,EBT,EBT-OTHER,WIC,CREDIT CARDS,DEBIT CARDS,OTHER TENDERS
6,20200601,171625,3,246,4100,71.36,8.02,63.34,5,1,0,0,71.36,0,0,0,0,0
6,20200601,173245,1,103,6680,73.68,9.48,85.61,5,1,0,0,73.68,0,0,21.41,0,0
6,20200601,175026,3,261,6219,248.65,18.53,235.45,15,1,5.33,0,248.65,0,0,0,0,0
6,20200601,183200,3,278,7925,18.54,22.44,20.63,15,1,5.39,0,18.54,0,19.14,0,0,0
6,20200601,192108,3,292,7213,125.97,13.48,129.82,10,1,0,0,125.97,0,0,0,17.33,0
6,20200601,195030,3,312,7063,138.77,7.05,131.72,5,1,0,0,138.77,0,0,0,0,0
6,20200601,195843,3,316,8476,64.07,13.38,50.69,10,1,0,0,64.07,0,0,0,0,0
6,20200601,203937,1,141,3807,76.05,28.86,47.19,25,1,0,0,76.05,0,0,0,0,0
9,20200601,102208,8,26,4778,38.78,5.99,32.79,5,1,0,0,38.78,0,0,0,0,0
9,20200601,120038,4,100,4179,53.6,10.46,48.14,10,1,0,0,53.6,0,0,0,0,5
9,20200601,120807,4,104,5383,106.57,6.99,99.58,5,1,0,0,106.57,0,0,0,0,0
9,20200601,132834,6,102,7959,13.76,5.3,8.46,5,1,0,0,13.76,0,0,0,0,0
9,20200601,140710,8,107,4102,191.21,95.77,95.44,50,1,0,0,191.21,0,0,0,0,0
9,20200601,141823,2,157,2725,108.65,11.06,105.57,10,1,0,0,108.65,0,0,7.98,0,0
9,20200601,142148,10,114,9065,211.68,75.46,136.22,50,1,0,0,211.68,0,0,0,0,0
9,20200601,143745,1,28,6634,39.12,41.85,-2.73,35,1,0,0,39.12,0,0,0,0,0
9,20200601,162540,2,269,4052,196.56,18.28,210.58,15,1,32.3,0,196.56,0,0,0,0,0
9,20200601,163432,3,37,2289,12.45,15.38,7.95,10,1,0,0,12.45,0,10.88,0,0,0
9,20200601,165023,10,177,5863,36.18,16.81,69.37,15,1,0,0,36.18,0,0,0,0,50
9,20200601,174207,1,59,4548,252.24,5.69,246.55,5,1,0,0,252.24,0,0,0,0,0
9,20200601,175052,1,62,2490,21.83,13.97,7.86,10,1,0,0,21.83,0,0,0,0,0
9,20200601,180737,36,174,9573,9.08,5.69,3.39,5,1,0,0,9.08,0,0,0,0,0
9,20200601,194840,2,498,5217,119.49,30.42,89.07,30,1,0,0,119.49,0,0,0,0,0
9,20200601,195038,2,501,7168,24.99,13.72,11.27,10,1,0,0,24.99,0,0,0,0,0
10,20200601,105708,3,69,2154,34.35,8.48,25.87,5,1,0,0,34.35,0,0,0,0,0
10,20200601,113739,6,17,4234,55.54,6.17,49.37,5,1,0,0,55.54,0,0,0,0,0
10,20200601,121029,5,160,9895,32.15,11.88,33.13,10,1,0,0,32.15,0,0,12.86,0,0
10,20200601,151205,6,90,4385,79.48,14.83,171.82,10,1,107.17,0,79.48,0,0,0,0,0
10,20200601,194835,2,157,7631,153.6,6.59,153.42,5,1,0,0,153.6,0,0,0,6.41,0
10,20200601,204648,2,189,9508,70.68,12.1,58.58,10,1,0,0,70.68,0,0,0,0,0
1,20200602,101838,3,83,3238,146.66,17.95,128.71,15,1,0,0,146.66,0,0,0,0,0
1,20200602,102636,3,90,7398,167.29,11.53,155.76,10,1,0,0,167.29,0,0,0,0,0
1,20200602,121014,3,154,4659,23.69,5.38,18.31,5,1,0,0,23.69,0,0,0,0,0
1,20200602,123705,5,66,8392,82.79,8.2,74.59,5,1,0,0,82.79,0,0,0,0,0
1,20200602,130323,5,78,1334,84.18,26.97,57.21,25,1,0,0,84.18,0,0,0,0,0
1,20200602,131620,3,196,7414,57.44,7.98,52.53,5,1,0,0,57.44,0,0,0,3.07,0
1,20200602,131801,5,83,6511,49.49,6.7,45.97,5,1,0,0,49.49,0,0,0,3.18,0
1,20200602,133051,5,89,8141,67.65,15.94,51.71,15,1,0,0,67.65,0,0,0,0,0
1,20200602,151027,1,146,7090,67.93,9.25,58.68,5,1,0,0,67.93,0,0,0,0,0
1,20200602,153303,3,234,1604,85.24,37.99,47.25,35,1,0,0,85.24,0,0,0,0,0
1,20200602,154035,3,239,2069,102.42,17.33,92.53,15,1,0,0,102.42,0,0,0,7.44,0
1,20200602,163640,5,161,3787,36.05,8,28.05,5,1,0,0,36.05,0,0,0,0,0
1,20200602,170341,1,210,7942,15.36,10.78,4.58,10,1,0,0,15.36,0,0,0,0,0
1,20200602,170622,5,178,4707,19.88,5.88,14,5,1,0,0,19.88,0,0,0,0,0
1,20200602,171004,1,217,5476,27.13,7.76,19.37,5,1,0,0,27.13,0,0,0,0,0
1,20200602,171524,5,183,6635,24.26,7.98,24.27,5,1,7.99,0,24.26,0,0,0,0,0
1,20200602,175341,3,330,1560,64.88,49.33,39.49,45,1,23.94,0,64.88,0,0,0,0,0
1,20200602,180534,1,253,7449,128.49,9.37,119.12,5,1,0,0,128.49,0,0,0,0,0
1,20200602,182057,3,346,8957,19.01,12.68,6.33,10,1,0,0,19.01,0,0,0,0,0
1,20200602,182553,3,352,2657,82.6,6.27,76.33,5,1,0,0,82.6,0,0,0,0,0
1,20200602,185624,1,292,2840,98.23,9.97,88.26,5,1,0,0,98.23,0,0,0,0,0
1,20200602,195004,1,336,1262,67.97,8.97,59,5,1,0,0,67.97,0,0,0,0,0
1,20200602,195500,1,339,1106,64.4,15.78,58.61,15,1,0,0,64.4,0,0,9.99,0,0
1,20200602,210346,1,390,6869,48.73,5.17,43.56,5,1,0,0,48.73,0,0,0,0,0
2,20200602,91346,5,43,4047,31.65,60.18,-28.53,30,1,0,0,31.65,0,0,0,0,0
2,20200602,114358,1,38,5358,140.14,5,135.14,5,1,0,0,140.14,0,0,0,0,0
2,20200602,120137,5,120,7668,18.19,7.89,15.11,5,1,4.81,0,18.19,0,0,0,0,0
2,20200602,131846,7,124,9781,40.67,16.57,24.1,15,1,0,0,40.67,0,0,0,0,0
2,20200602,132124,7,125,3264,33.57,9.98,24.66,5,1,0,0,33.57,0,0,0,1.07,0
2,20200602,135940,5,178,7774,40.19,7.98,32.21,5,1,0,0,40.19,0,0,0,0,0
2,20200602,142514,3,119,1560,139.3,12.38,126.92,10,1,0,0,139.3,0,0,0,0,0
2,20200602,151447,5,224,8693,86.3,21.52,64.78,20,1,0,0,86.3,0,0,0,0,0
2,20200602,152835,5,232,2616,156.28,16.51,182.07,15,1,-20,0,156.28,0,0,0,62.3,0
2,20200602,161111,3,196,1189,231.23,13.8,228.77,10,1,0,0,231.23,0,0,0,11.34,0
2,20200602,161424,5,264,876,192.09,12.26,199.66,10,1,19.83,0,192.09,0,0,0,0,0
2,20200602,161501,3,199,6392,39.11,7.67,31.44,5,1,0,0,39.11,0,0,0,0,0
2,20200602,165314,7,301,5313,109.13,5.7,103.43,5,1,0,0,109.13,0,0,0,0,0
2,20200602,171815,5,288,5543,47,43.3,54.14,40,1,50.44,0,47,0,0,0,0,0
2,20200602,195604,3,287,1436,71.92,28.22,80.97,25,1,37.27,0,71.92,0,0,0,0,0
4,20200602,73407,3,21,7427,34.23,7.96,37.34,5,1,0,0,34.23,0,0,11.07,0,0
4,20200602,74556,3,25,954,194.3,16.65,177.65,15,1,0,0,194.3,0,0,0,0,0
4,20200602,85707,5,33,4623,154.62,13.19,141.43,10,1,0,0,154.62,0,0,0,0,0
4,20200602,102602,5,84,1647,86.44,74.82,11.62,50,1,0,0,86.44,0,0,0,0,0
4,20200602,111627,5,122,1013,42.48,6.02,36.46,5,1,0,0,42.48,0,0,0,0,0
4,20200602,130500,3,135,9877,61.93,28.28,33.65,25,1,0,0,61.93,0,0,0,0,0
4,20200602,135007,3,147,2985,140.35,30.87,109.48,30,1,0,0,140.35,0,0,0,0,0
4,20200602,135721,4,97,5489,115.45,53.86,61.59,50,1,0,0,115.45,0,0,0,0,0
4,20200602,143547,5,161,199,121.04,49.57,71.47,45,1,0,0,121.04,0,0,0,0,0
4,20200602,150238,5,172,2205,12.34,8.07,4.27,5,1,0,0,12.34,0,0,0,0,0
4,20200602,154509,4,122,5659,131.53,22.22,109.31,20,1,0,0,131.53,0,0,0,0,0
4,20200602,162147,3,215,9640,54.1,13.34,40.76,10,1,0,0,54.1,0,0,0,0,0
4,20200602,172157,3,246,3155,60.53,23.47,37.06,20,1,0,0,60.53,0,0,0,0,0
4,20200602,175614,1,159,1898,190.86,25.54,165.32,25,1,0,0,190.86,0,0,0,0,0
4,20200602,180937,4,199,2185,41.42,19.64,21.78,15,1,0,0,41.42,0,0,0,0,0
4,20200602,184403,4,220,7618,19.83,6.48,44.14,5,1,30.79,0,19.83,0,0,0,0,0
4,20200602,190955,3,312,8657,19.74,6.32,13.42,5,1,0,0,19.74,0,0,0,0,0
4,20200602,195139,1,219,9103,78.16,15.54,62.62,15,1,0,0,78.16,0,0,0,0,0
4,20200602,220317,1,290,151,72.02,60.82,11.2,50,1,0,0,72.02,0,0,0,0,0
6,20200602,95622,2,49,9056,45.11,6.75,38.36,5,1,0,0,45.11,0,0,0,0,0
6,20200602,102320,1,32,841,151.76,22.88,224.81,20,1,0,0,151.76,0,82.55,13.38,0,0
6,20200602,111636,2,90,6587,38.39,12.22,26.17,10,1,0,0,38.39,0,0,0,0,0
6,20200602,112416,6,31,7936,36.13,16.15,19.98,15,1,0,0,36.13,0,0,0,0,0
6,20200602,124730,2,151,4408,148.9,14.03,136.15,10,1,1.28,0,148.9,0,0,0,0,0
6,20200602,124857,2,152,4128,11.56,6.98,4.58,5,1,0,0,11.56,0,0,0,0,0
6,20200602,124902,4,190,7137,73.35,5.65,67.7,5,1,0,0,73.35,0,0,0,0,0
6,20200602,125257,6,94,9952,47.09,9.56,37.53,5,1,0,0,47.09,0,0,0,0,0
6,20200602,131440,6,116,1777,112.79,23.12,89.67,20,1,0,0,112.79,0,0,0,0,0
6,20200602,133121,4,223,5953,172.62,6.63,165.99,5,1,0,0,172.62,0,0,0,0,0
6,20200602,134504,4,235,645,84.13,5.83,78.3,5,1,0,0,84.13,0,0,0,0,0
6,20200602,134901,4,236,9058,29.3,28.66,4.33,25,1,0,0,29.3,0,0,0,3.69,0
6,20200602,142804,4,266,6610,68.87,5.59,63.28,5,1,0,0,68.87,0,0,0,0,0
6,20200602,144631,4,284,4449,72.49,26.3,46.19,25,1,0,0,72.49,0,0,0,0,0
6,20200602,145557,6,196,6020,156.47,10.3,163.3,10,1,17.13,0,156.47,0,0,0,0,0
6,20200602,151341,4,294,3643,64.34,13.51,50.83,10,1,0,0,64.34,0,0,0,0,0
6,20200602,152605,4,304,135,198.9,11.98,186.92,10,1,0,0,198.9,0,0,0,0,0
6,20200602,160710,6,257,1651,220.58,7.44,213.14,5,1,0,0,220.58,0,0,0,0,0
6,20200602,161116,2,224,8525,65.79,6.98,58.81,5,1,0,0,65.79,0,0,0,0,0
6,20200602,161330,6,260,3098,123.83,5.23,118.6,5,1,0,0,123.83,0,0,0,0,0
6,20200602,162744,6,267,4320,37.22,8.13,29.09,5,1,0,0,37.22,0,0,0,0,0
6,20200602,165341,4,371,7329,59.56,32.32,27.24,30,1,0,0,59.56,0,0,0,0,0
6,20200602,165543,6,284,8363,46.07,14.55,56.68,10,1,25.16,0,46.07,0,0,0,0,0
6,20200602,171541,2,272,4401,102.42,5.54,96.88,5,1,0,0,102.42,0,0,0,0,0
6,20200602,173140,2,280,1173,31.64,14.78,20.08,10,1,-50,0,31.64,0,0,0,53.22,0
6,20200602,173710,2,282,1552,137.91,21.73,116.18,20,1,0,0,137.91,0,0,0,0,0
6,20200602,174937,2,287,4904,75.35,8.98,66.37,5,1,0,0,75.35,0,0,0,0,0
6,20200602,175840,2,294,8234,133.71,18.96,131.67,15,1,0,0,133.71,0,0,0,16.92,0
9,20200602,94405,4,19,8855,24.47,10.97,15.5,10,1,0,0,24.47,0,0,2,0,0
9,20200602,111739,3,58,1169,71.27,7.98,63.29,5,1,0,0,71.27,0,0,0,0,0
9,20200602,123126,36,71,9520,29.7,10.82,18.88,10,1,0,0,29.7,0,0,0,0,0
9,20200602,131815,3,136,8379,37.81,10.46,27.35,10,1,0,0,37.81,0,0,0,0,0
9,20200602,134253,3,168,2525,18.1,8.75,9.35,5,1,0,0,18.1,0,0,0,0,0
9,20200602,155216,8,107,1819,37.1,5,32.1,5,1,0,0,37.1,0,0,0,0,0
9,20200602,155724,3,287,2637,215.02,58.93,156.09,50,1,0,0,215.02,0,0,0,0,0
9,20200602,160621,3,300,9180,69.19,25.5,43.69,25,1,0,0,69.19,0,0,0,0,0
9,20200602,171847,2,140,9828,45.98,9.98,66.53,5,1,30.53,0,45.98,0,0,0,0,0
9,20200602,195637,4,437,9815,82.63,5.93,117.7,5,1,41,0,82.63,0,0,0,0,0
10,20200602,101438,2,61,2795,46.29,9.43,36.86,5,1,0,0,46.29,0,0,0,0,0
10,20200602,110836,2,78,8573,40.96,24.38,16.58,20,1,0,0,40.96,0,0,0,0,0
10,20200602,152150,3,176,9092,163.2,21.43,141.77,20,1,0,0,163.2,0,0,0,0,0
10,20200602,181946,5,275,6583,116.47,6.79,109.68,5,1,0,0,116.47,0,0,0,0,0
10,20200602,185319,5,297,5115,47.01,11.99,35.02,10,1,0,0,47.01,0,0,0,0,0
10,20200602,191904,2,312,9505,27.45,6.68,20.77,5,1,0,0,27.45,0,0,0,0,0
10,20200602,194544,4,278,543,155.92,10.96,144.96,10,1,0,0,155.92,0,0,0,0,0
10,20200602,195956,2,365,2154,10.44,8.97,1.47,5,1,0,0,10.44,0,0,0,0,0
1,20200603,94702,3,51,2437,11.95,5.98,5.97,5,1,0,0,11.95,0,0,0,0,0
1,20200603,101111,3,56,3050,45.63,8.85,36.78,5,1,0,0,45.63,0,0,0,0,0
1,20200603,112635,30,47,8723,25.04,11.4,13.64,10,1,0,0,25.04,0,0,0,0,0
1,20200603,115840,5,165,3697,154.56,64.66,91.52,50,1,0,0,154.56,0,0,0,1.62,0
1,20200603,123812,1,124,559,71.57,22.39,88.56,20,1,0,0,71.57,0,39.38,0,0,0
1,20200603,142414,30,66,7499,24,8.35,16.85,5,1,0,0,24,0,0,0,1.2,0
1,20200603,151122,5,303,4469,29.65,5.36,27.47,5,1,3.18,0,29.65,0,0,0,0,0
1,20200603,152845,1,204,3088,10.12,15.14,-5.02,10,1,0,0,10.12,0,0,0,0,0
1,20200603,153027,1,207,1910,45.39,12.88,32.51,10,1,0,0,45.39,0,0,0,0,0
1,20200603,163755,3,177,8551,105.34,13.06,92.28,10,1,0,0,105.34,0,0,0,0,0
1,20200603,181813,1,287,8392,64.62,51.98,12.64,50,1,0,0,64.62,0,0,0,0,0
1,20200603,183326,3,256,5451,27.47,17.71,182.52,15,1,0,0,27.47,0,172.76,0,0,0
1,20200603,200810,3,332,2735,78.83,17.16,68.34,15,1,6.67,0,78.83,0,0,0,0,0
1,20200603,201624,3,340,4317,95.68,21.2,74.48,20,1,0,0,95.68,0,0,0,0,0
2,20200603,75428,5,9,726,25.89,7.98,56.56,5,1,0,0,25.89,0,0,0,38.65,0
2,20200603,110812,7,65,6050,124,21.02,234.72,20,1,0,0,124,0,0,0,131.74,0
2,20200603,115319,3,105,6098,44.83,16.41,28.42,15,1,0,0,44.83,0,0,0,0,0
2,20200603,122657,5,154,7446,42.89,32.01,10.88,30,1,0,0,42.89,0,0,0,0,0
2,20200603,132838,7,168,6024,11.08,7.88,7.48,5,1,0,0,11.08,0,0,4.28,0,0
2,20200603,144308,1,75,765,13.51,13.51,0,10,1,0,0,13.51,0,0,0,0,0
2,20200603,151858,7,261,2220,26.99,5.99,21,5,1,0,0,26.99,0,0,0,0,0
2,20200603,153620,3,169,1835,230.65,9.77,220.88,5,1,0,0,230.65,0,0,0,0,0
2,20200603,155057,3,179,6046,39.68,7.96,31.72,5,1,0,0,39.68,0,0,0,0,0
2,20200603,162945,3,198,7090,127.86,26.76,101.1,25,1,0,0,127.86,0,0,0,0,0
2,20200603,165351,1,122,198,100.1,15.92,84.18,15,1,0,0,100.1,0,0,0,0,0
2,20200603,173738,5,313,3548,17.63,7.98,9.65,5,1,0,0,17.63,0,0,0,0,0
2,20200603,173824,3,246,2299,139.96,40.81,105.04,40,1,5.89,0,139.96,0,0,0,0,0
2,20200603,181639,5,337,9704,49.75,5.68,44.07,5,1,0,0,49.75,0,0,0,0,0
2,20200603,201834,3,326,7103,369.35,42.2,327.15,40,1,0,0,369.35,0,0,0,0,0
4,20200603,92712,7,26,1821,53.6,22.29,31.31,20,1,0,0,53.6,0,0,0,0,0
4,20200603,100646,5,88,2710,124.85,25.21,123.55,25,1,23.91,0,124.85,0,0,0,0,0
4,20200603,111737,1,83,7008,31.12,10.83,20.29,10,1,0,0,31.12,0,0,0,0,0
4,20200603,114442,7,95,5141,88.11,8.43,79.68,5,1,0,0,88.11,0,0,0,0,0
4,20200603,121958,5,144,5289,35.24,5.47,29.77,5,1,0,0,35.24,0,0,0,0,0
4,20200603,123823,1,126,712,87.31,18.56,68.75,15,1,0,0,87.31,0,0,0,0,0
4,20200603,140431,4,90,1249,33.98,9.97,24.01,5,1,0,0,33.98,0,0,0,0,0
4,20200603,150521,4,114,8522,37.47,16.93,34.92,15,1,0,0,37.47,0,14.38,0,0,0
4,20200603,151307,3,167,4907,68.65,6.98,61.67,5,1,0,0,68.65,0,0,0,0,0
4,20200603,151410,2,127,6435,63.8,8.98,54.82,5,1,0,0,63.8,0,0,0,0,0
4,20200603,160152,1,213,3750,158.38,14.32,181.08,10,1,0,0,158.38,0,0,37.02,0,0
4,20200603,160420,4,125,8134,102.01,11.65,113.01,10,1,0,0,102.01,0,0,0,22.65,0
4,20200603,174625,3,254,7925,73.3,15.99,57.31,15,1,0,0,73.3,0,0,0,0,0
4,20200603,185302,4,183,6265,231.94,51.86,180.08,50,1,0,0,231.94,0,0,0,0,0
6,20200603,62827,1,5,2930,32.59,6,26.59,5,1,0,0,32.59,0,0,0,0,0
6,20200603,72721,2,33,285,83.03,11.75,79.85,10,1,0,0,83.03,0,0,8.57,0,0
6,20200603,103307,2,118,2899,116.12,14.72,101.4,10,1,0,0,116.12,0,0,0,0,0
6,20200603,111003,2,145,3694,69.98,18.1,51.88,15,1,0,0,69.98,0,0,0,0,0
6,20200603,111058,6,16,4939,86.96,7.96,85.42,5,1,0,0,86.96,0,0,6.42,0,0
6,20200603,125346,6,79,2084,432.26,55.38,376.88,50,1,0,0,432.26,0,0,0,0,0
6,20200603,133021,6,94,7447,86.31,9.48,76.83,5,1,0,0,86.31,0,0,0,0,0
6,20200603,133235,6,95,2145,37.16,12.16,25,10,1,0,0,37.16,0,0,0,0,0
6,20200603,133337,2,247,480,34.96,7.98,26.98,5,1,0,0,34.96,0,0,0,0,0
6,20200603,133528,4,157,2793,42.9,7.68,35.22,5,1,0,0,42.9,0,0,0,0,0
6,20200603,135937,2,253,2048,47.3,7.99,39.31,5,1,0,0,47.3,0,0,0,0,0
6,20200603,141822,6,126,3454,41.98,15.24,48.17,15,1,21.43,0,41.98,0,0,0,0,0
6,20200603,142439,2,265,1139,36.66,5.09,31.57,5,1,0,0,36.66,0,0,0,0,0
6,20200603,144631,2,273,9614,25.99,15.13,41.32,15,1,-20,0,25.99,0,0,0,50.46,0
6,20200603,144754,36,74,5264,14.9,6.42,8.48,5,1,0,0,14.9,0,0,0,0,0
6,20200603,145258,2,275,7224,129.63,47.93,105.26,45,1,23.56,0,129.63,0,0,0,0,0
6,20200603,150939,6,141,8363,54.64,6.37,107.23,5,1,58.96,0,54.64,0,0,0,0,0
6,20200603,152102,6,146,2180,187.48,14.32,173.16,10,1,0,0,187.48,0,0,0,0,0
6,20200603,155150,4,244,9748,23.07,6.98,16.09,5,1,0,0,23.07,0,0,0,0,0
6,20200603,160716,6,173,6491,69.91,17.32,52.59,15,1,0,0,69.91,0,0,0,0,0
6,20200603,160738,2,327,2263,105.07,12.02,93.05,10,1,0,0,105.07,0,0,0,0,0
6,20200603,160917,2,328,8003,56.85,8.97,47.88,5,1,0,0,56.85,0,0,0,0,0
6,20200603,161457,2,330,841,95.85,27.78,78.78,25,1,0,0,95.85,0,0,10.71,0,0
6,20200603,183210,2,412,1669,40.94,6.98,33.96,5,1,0,0,40.94,0,0,0,0,0
6,20200603,185035,4,379,6474,188.2,24.89,163.31,20,1,0,0,188.2,0,0,0,0,0
6,20200603,190758,2,435,7848,72.39,20.4,51.99,20,1,0,0,72.39,0,0,0,0,0
6,20200603,193949,2,459,3675,83.96,8.68,94.57,5,1,0,0,83.96,0,0,0,19.29,0
6,20200603,201749,2,484,3228,48.72,9.76,38.96,5,1,0,0,48.72,0,0,0,0,0
6,20200603,202639,2,487,2856,11,33.51,13.77,10,1,36.28,0,11,0,0,0,0,0
6,20200603,203526,2,492,7350,49.98,8.49,47.9,5,1,0,0,49.98,0,0,6.41,0,0
6,20200603,215203,1,138,901,395.44,23.67,371.77,20,1,0,0,395.44,0,0,0,0,0
9,20200603,84409,6,22,6903,30.4,5.45,24.95,5,1,0,0,30.4,0,0,0,0,0
9,20200603,93015,2,71,5737,35.46,6.98,28.48,5,1,0,0,35.46,0,0,0,0,0
9,20200603,103315,8,34,8614,119,19.59,133.19,15,1,0,0,119,0,0,0,33.78,0
9,20200603,104038,2,91,3183,17.98,7.98,10,5,1,0,0,17.98,0,0,0,0,0
9,20200603,150351,4,69,4233,41.05,45.96,-4.91,40,1,0,0,41.05,0,0,0,0,0
9,20200603,155627,2,236,5910,52.23,10.51,45.97,10,1,4.25,0,52.23,0,0,0,0,0
9,20200603,180418,36,170,154,67.94,14.96,52.98,10,1,0,0,67.94,0,0,0,0,0
9,20200603,181323,3,134,2737,73.79,6.3,67.49,5,1,0,0,73.79,0,0,0,0,0
9,20200603,204731,4,323,8393,53.36,15.82,109.34,15,1,-20,0,53.36,0,0,0,91.8,0
9,20200603,210732,3,196,3755,24.24,29.16,-4.92,20,1,0,0,24.24,0,0,0,0,0
9,20200603,220607,3,223,2483,47.78,6.98,62.66,5,1,7.32,0,47.78,0,14.54,0,0,0
10,20200603,113313,6,158,4976,38.45,10.94,27.51,10,1,0,0,38.45,0,0,0,0,0
10,20200603,115041,2,156,1218,86.56,54.76,31.8,50,1,0,0,86.56,0,0,0,0,0
10,20200603,115927,3,109,2924,19.79,11.53,33.98,10,1,25.72,0,19.79,0,0,0,0,0
10,20200603,124212,4,5,3913,64.63,7.45,57.18,5,1,0,0,64.63,0,0,0,0,0
10,20200603,125933,2,219,2450,160.7,13.96,146.74,10,1,0,0,160.7,0,0,0,0,0
10,20200603,142644,4,82,3225,60,31.21,85.27,30,1,0,0,60,0,0,0,56.48,0
10,20200603,142841,6,312,2773,12.08,5.2,9.55,5,1,2.67,0,12.08,0,0,0,0,0
10,20200603,144704,6,324,1759,106.63,27.82,82.72,25,1,3.91,0,106.63,0,0,0,0,0
10,20200603,155915,2,307,3872,27.25,13.04,14.21,10,1,0,0,27.25,0,0,0,0,0
10,20200603,170035,5,171,8735,83.75,9.77,95.42,5,1,0,0,83.75,0,0,0,21.44,0
10,20200603,172359,5,189,434,110.88,22.01,120.68,20,1,0,0,110.88,0,0,31.81,0,0
10,20200603,181041,2,399,8613,58.02,11.33,46.69,10,1,0,0,58.02,0,0,0,0,0
10,20200603,184044,2,414,4144,47.07,11.98,119.02,10,1,0,0,47.07,0,0,0,83.93,0
10,20200603,185111,4,287,1132,39.39,5.71,56.75,5,1,0,0,39.39,0,0,23.07,0,0
10,20200603,195707,3,325,1500,119.49,7.79,137.2,5,1,0,0,119.49,0,0,0,25.5,0
10,20200603,203534,1,86,5238,186.41,70.64,115.77,50,1,0,0,186.41,0,0,0,0,0
1,20200604,73146,1,16,9376,20.97,5.97,15,5,1,0,0,20.97,0,0,0,0,0
1,20200604,91421,3,49,7094,15.26,7.08,8.18,5,1,0,0,15.26,0,0,0,0,0
1,20200604,94817,3,71,7033,32.48,5.78,60.17,5,1,0,0,32.48,0,0,0,33.47,0
1,20200604,105709,3,106,8220,145.52,23.01,150.19,20,1,0,0,145.52,0,0,27.68,0,0
1,20200604,131128,1,39,8758,120.33,16.29,104.04,15,1,0,0,120.33,0,0,0,0,0
1,20200604,133311,3,240,3229,54.87,55.04,-0.17,50,1,0,0,54.87,0,0,0,0,0
1,20200604,135054,5,156,727,74.91,9.88,65.03,5,1,0,0,74.91,0,0,0,0,0
1,20200604,141155,3,264,2643,75,6.59,122.35,5,1,0,0,75,0,0,0,53.94,0
1,20200604,142330,3,273,5913,15.06,7.53,11.52,5,1,3.99,0,15.06,0,0,0,0,0
1,20200604,150939,5,212,5910,56.3,9.86,46.44,5,1,0,0,56.3,0,0,0,0,0
1,20200604,151459,5,217,2666,37.82,10.04,27.78,10,1,0,0,37.82,0,0,0,0,0
1,20200604,151706,5,218,9008,106.68,30.86,75.82,30,1,0,0,106.68,0,0,0,0,0
1,20200604,160905,3,331,7480,19.64,21.95,15.59,15,1,17.9,0,19.64,0,0,0,0,0
1,20200604,161816,5,241,2840,154.48,22.95,131.53,20,1,0,0,154.48,0,0,0,0,0
1,20200604,163731,3,362,4005,102.91,9.76,93.15,5,1,0,0,102.91,0,0,0,0,0
1,20200604,170221,3,382,8393,176,11.03,164.97,10,1,0,0,176,0,0,0,0,0
1,20200604,170231,1,198,8204,61.25,26.38,49.76,25,1,0,0,61.25,0,0,0,14.89,0
1,20200604,172017,5,254,4758,158.05,10.19,175.86,10,1,0,0,158.05,0,0,0,28,0
1,20200604,173940,3,419,1991,71.9,10.26,61.64,10,1,0,0,71.9,0,0,0,0,0
1,20200604,174143,3,420,7922,74.9,12.47,62.43,10,1,0,0,74.9,0,0,0,0,0
1,20200604,184800,1,276,3505,20.03,11.87,13.47,10,1,-20,0,20.03,0,0,0,25.31,0
1,20200604,185216,3,469,191,163.89,13.47,150.42,10,1,0,0,163.89,0,0,0,0,0
1,20200604,194450,1,309,6430,218.88,25.83,198.03,25,1,0,0,218.88,0,0,0,4.98,0
1,20200604,204509,1,357,5786,64.55,9.98,54.57,5,1,0,0,64.55,0,0,0,0,0
1,20200604,205324,1,362,2490,13.8,24.46,-8.63,10,1,0,0,13.8,0,0,2.03,0,0
2,20200604,101010,5,76,3650,41.27,8.58,32.69,5,1,0,0,41.27,0,0,0,0,0
2,20200604,104842,3,68,2170,72.23,14.59,76.61,10,1,0,0,72.23,0,0,18.97,0,0
2,20200604,121015,1,26,2536,71.79,20.77,51.02,20,1,0,0,71.79,0,0,0,0,0
2,20200604,121849,7,65,9548,293.44,9.4,331.1,5,1,47.06,0,293.44,0,0,0,0,0
2,20200604,122614,3,109,7774,20.42,5,15.42,5,1,0,0,20.42,0,0,0,0,0
2,20200604,124017,3,118,7255,95.16,15.1,80.06,15,1,0,0,95.16,0,0,0,0,0
2,20200604,131923,3,142,1299,48.87,31.6,17.27,30,1,0,0,48.87,0,0,0,0,0
2,20200604,133509,3,151,1931,340.3,14.98,325.32,10,1,0,0,340.3,0,0,0,0,0
2,20200604,133638,7,130,8761,122.72,12.64,122.93,10,1,0,0,122.72,0,0,0,2.85,10
2,20200604,134129,3,157,3548,17.11,9.56,7.55,5,1,0,0,17.11,0,0,0,0,0
2,20200604,142305,5,295,381,37.73,41.82,-4.09,35,1,0,0,37.73,0,0,0,0,0
2,20200604,142416,1,58,2147,173.7,11.11,162.59,10,1,0,0,173.7,0,0,0,0,0
2,20200604,142748,5,298,7741,89.24,82.12,7.12,50,1,0,0,89.24,0,0,0,0,0
2,20200604,150645,5,335,5358,133.98,25.32,108.66,25,1,0,0,133.98,0,0,0,0,0
2,20200604,181754,3,345,2863,49.82,7.71,63.16,5,1,-50,0,49.82,0,0,0,71.05,0
