Store,Date,Time,Term,Trans,SNAP_ID,Total Spent with SNAP,Total Spent on Fruit & Vegatables,Total Spent on Other Items,Value of Coupons Redeemed,Count of Coupons Redeemed,CASH,CHECKS,EBT,EBT-OTHER,WIC,CREDIT CARDS,DEBIT CARDS,OTHER TENDERS
1,20190406,144730,3,197,0,0,11.91,18.77,5,1,30.68,0,0,0,0,0,0,0
1,20190406,150356,3,209,9989,68.96,19.94,49.02,10,1,0,0,68.96,0,0,0,0,0
4,20190406,144155,4,205,0,0,10.71,-10.69,10,1,0.02,0,0,0,0,0,0,0
4,20190406,161111,4,258,7761,33.05,22.58,44.74,5,1,-40,74.27,33.05,0,0,0,0,0
4,20190406,172352,2,359,8085,13.21,6.12,7.09,5,1,0,0,13.21,0,0,0,0,0
1,20190407,142009,4,178,5838,37.66,14.69,22.97,10,1,0,0,37.66,0,0,0,0,0
4,20190407,201531,2,314,821,29.11,32.56,13.9,10,1,17.35,0,29.11,0,0,0,0,0
9,20190407,144006,8,107,2525,14.89,15.04,-0.15,10,1,0,0,14.89,0,0,0,0,0
1,20190408,125512,3,151,4453,29.91,10.97,18.94,10,1,0,0,29.91,0,0,0,0,0
9,20190408,111856,5,74,8337,93.67,21.95,71.72,10,1,0,0,93.67,0,0,0,0,0
1,20190409,125211,1,117,0,0,6.98,-6,5,1,0.98,0,0,0,0,0,0,0
1,20190409,160321,1,175,4056,88.16,37.82,75.49,20,2,0,0,88.16,0,25.15,0,0,0
4,20190409,122114,2,124,7203,29.35,13.28,16.07,10,1,0,0,29.35,0,0,0,0,0
4,20190409,210520,2,380,0,0,6.79,2.93,5,1,9.72,0,0,0,0,0,0,0
9,20190409,144407,5,125,229,27.21,12.24,14.97,10,1,0,0,27.21,0,0,0,0,0
1,20190410,135821,2,87,1036,30.57,12.21,25.14,10,1,0,0,30.57,0,0,0,0,6.78
9,20190410,94835,5,25,8242,190.72,69.97,120.75,10,1,0,0,190.72,0,0,0,0,0
9,20190410,122518,3,119,7761,34.54,25.3,9.24,10,1,0,0,34.54,0,0,0,0,0
9,20190410,143407,3,156,9236,63.57,10.06,62.45,5,1,0,0,63.57,0,0,0,8.94,0
9,20190410,155544,4,126,0,0,6.7,-6.41,5,1,0.29,0,0,0,0,0,0,0
1,20190411,161725,2,107,0,0,9.4,7.26,5,1,16.66,0,0,0,0,0,0,0
1,20190411,164637,3,288,0,0,17.32,-13.78,10,1,3.54,0,0,0,0,0,0,0
1,20190411,172647,3,303,4449,15.01,21.66,-6.65,10,1,0,0,15.01,0,0,0,0,0
3,20190411,170718,4,139,8404,5.01,8.37,-3.36,5,1,0,0,5.01,0,0,0,0,0
4,20190411,151251,5,213,0,0,10.48,62.48,5,1,0,72.96,0,0,0,0,0,0
4,20190411,162047,4,118,6751,19,7.06,15.38,5,1,3.44,0,19,0,0,0,0,0
9,20190411,122446,3,202,0,0,8.81,-2.78,5,1,6.03,0,0,0,0,0,0,0
9,20190411,141924,5,159,3697,31.02,9.98,21.04,5,1,0,0,31.02,0,0,0,0,0
1,20190412,123402,3,212,7571,75.48,9.89,65.59,5,1,0,0,75.48,0,0,0,0,0
1,20190412,133048,2,46,6849,3.97,11.45,-7.48,5,1,0,0,3.97,0,0,0,0,0
1,20190412,184002,3,412,2289,5.26,15.37,-10.11,5,1,0,0,5.26,0,0,0,0,0
4,20190412,141720,5,90,4724,62.88,12.02,50.86,5,1,0,0,62.88,0,0,0,0,0
9,20190412,140014,7,22,978,95.91,16.77,80.06,10,1,0.92,0,95.91,0,0,0,0,0
1,20190413,91820,3,52,799,23.88,5.98,17.9,5,1,0,0,23.88,0,0,0,0,0
1,20190413,122349,2,27,8755,44.48,33.92,10.56,10,1,0,0,44.48,0,0,0,0,0
1,20190413,144705,4,141,9748,10.17,8.2,1.97,5,1,0,0,10.17,0,0,0,0,0
1,20190413,162340,2,196,4671,34.53,15.4,19.13,10,1,0,0,34.53,0,0,0,0,0
1,20190413,183512,3,239,0,0,9.02,33.09,5,1,0,0,0,0,0,42.11,0,0
4,20190413,110838,2,150,801,31.62,22.65,8.97,10,1,0,0,31.62,0,0,0,0,0
4,20190413,174255,4,88,8085,13.59,18.93,-5.34,5,1,0,0,13.59,0,0,0,0,0
4,20190413,180043,3,195,6751,96.32,11.65,97.16,5,1,2.14,0,96.32,0,10.35,0,0,0
9,20190413,140938,5,129,6053,113.22,27.8,106.89,10,1,0,0,113.22,0,0,0,21.47,0
9,20190413,144809,8,110,5973,21.65,11.99,9.66,10,1,0,0,21.65,0,0,0,0,0
9,20190413,155938,4,102,7790,111.57,21.95,93.24,10,1,3.62,0,111.57,0,0,0,0,0
9,20190413,174629,5,212,5550,11,11.29,23.18,10,1,10,0,11,0,0,13.47,0,0
1,20190414,90938,3,19,4948,66.41,26.41,40,10,1,0,0,66.41,0,0,0,0,0
1,20190414,93510,3,29,1617,23.65,16.77,6.88,10,1,0,0,23.65,0,0,0,0,0
1,20190414,132603,2,165,5838,43.59,12.61,30.98,10,1,0,0,43.59,0,0,0,0,0
1,20190414,162334,3,187,5460,15.24,6.74,15.88,5,1,0,0,15.24,0,0,0,0,7.38
1,20190414,181150,3,231,5399,51.01,12.83,38.18,10,1,0,0,51.01,0,0,0,0,0
4,20190414,131953,2,83,0,0,5.73,1.27,5,1,7,0,0,0,0,0,0,0
4,20190414,195342,3,376,6170,22.29,16.76,5.53,5,1,0,0,22.29,0,0,0,0,0
9,20190414,140448,5,137,0,0,11.71,-5.04,10,1,6.67,0,0,0,0,0,0,0
9,20190414,140845,6,106,0,0,13.03,70.11,5,1,0,0,0,0,0,83.14,0,0
1,20190415,110429,4,3,4948,7.49,18.99,-11.5,10,1,0,0,7.49,0,0,0,0,0
1,20190415,141054,3,266,9989,46.75,25.12,48.24,10,1,0,0,46.75,0,0,26.61,0,0
4,20190415,110151,3,75,7761,52.34,33.57,23.95,20,2,-17.82,23,52.34,0,0,0,0,0
4,20190415,140314,3,172,3599,73.11,23.36,69.98,10,1,0,0,73.11,0,0,0,20.23,0
4,20190415,155403,2,270,4157,166.77,47.58,118.7,10,1,0.51,0,166.77,-1,0,0,0,0
4,20190415,184312,4,75,4547,82.57,19.24,76.08,15,2,12.75,0,82.57,0,0,0,0,0
9,20190415,144212,4,106,3210,99.56,5.68,93.88,5,1,0,0,99.56,0,0,0,0,0
1,20190416,140941,1,138,1036,20.58,17.55,3.03,10,1,0,0,20.58,0,0,0,0,0
1,20190416,165229,72,115,5550,1.94,14.3,-12.36,10,1,0,0,1.94,0,0,0,0,0
1,20190416,165628,71,134,0,0,13.04,-7.88,10,1,5.16,0,0,0,0,0,0,0
1,20190416,192309,1,193,0,0,12.29,-10.1,10,1,0.6,0,0,0,1.59,0,0,0
9,20190416,165842,2,8,0,0,7.18,7.72,5,1,14.9,0,0,0,0,0,0,0
9,20190416,192803,3,347,8337,119.69,25,94.69,10,1,0,0,119.69,0,0,0,0,0
1,20190417,103447,3,48,4311,16.05,13.86,6.12,10,1,0,0,16.05,0,0,0,0,3.93
1,20190417,153355,2,230,5682,44.88,14.78,30.1,5,1,0,0,44.88,0,0,0,0,0
1,20190417,175856,2,334,4691,29.11,9.62,27,5,1,7.51,0,29.11,0,0,0,0,0
4,20190417,122022,3,116,2026,43.01,26.65,16.36,10,1,0,0,43.01,0,0,0,0,0
4,20190417,144341,4,125,741,86.5,20.52,65.98,10,1,0,0,86.5,0,0,0,0,0
4,20190417,155831,3,223,4724,23.71,5.88,22.69,5,1,4.86,0,23.71,0,0,0,0,0
4,20190417,161151,3,236,9674,25.59,14.56,12.75,10,1,1.72,0,25.59,0,0,0,0,0
4,20190417,170441,2,259,0,0,5.43,-5.39,5,1,0.04,0,0,0,0,0,0,0
4,20190417,174700,4,200,0,0,14.9,51.55,5,1,0,0,0,0,0,0,66.45,0
4,20190417,203846,3,466,0,0,19.24,24.15,15,2,11.18,0,0,0,22.21,0,10,0
9,20190417,122909,5,41,2037,24.67,20.36,4.31,10,1,0,0,24.67,0,0,0,0,0
9,20190417,152416,35,37,2725,249.72,40,209.72,15,2,0,0,249.72,0,0,0,0,0
9,20190417,190650,4,173,9236,59.91,14.33,51.02,10,1,0,0,59.91,0,0,0,5.44,0
1,20190418,82901,3,8,8957,15.34,6.96,8.38,5,1,0,0,15.34,0,0,0,0,0
1,20190418,94922,3,73,799,19.34,7.97,11.37,5,1,0,0,19.34,0,0,0,0,0
1,20190418,161530,3,303,9989,280.73,15.33,265.4,10,1,0,0,280.73,0,0,0,0,0
1,20190418,163839,2,203,0,0,9.18,3.14,5,1,0,0,0,0,0,0,12.32,0
9,20190418,114225,1,124,4532,5.64,7.84,-2.2,5,1,0,0,5.64,0,0,0,0,0
9,20190418,114334,4,26,0,0,15.96,24.24,10,1,0,0,0,0,0,40.2,0,0
9,20190418,160327,1,244,0,0,22.41,-16.41,10,1,6,0,0,0,0,0,0,0
9,20190418,182825,2,65,0,0,15.1,-12.1,10,1,3,0,0,0,0,0,0,0
4,20190419,163618,6,96,8395,74.71,14.52,60.19,10,1,0,0,74.71,0,0,0,0,0
4,20190419,205942,2,387,8085,30.91,15.05,18.31,10,1,0,0,30.91,0,0,0,2.45,0
4,20190419,220046,2,427,0,0,13.59,-12.18,10,1,1.41,0,0,0,0,0,0,0
6,20190419,103510,3,121,0,0,13.5,-12.65,10,1,0.85,0,0,0,0,0,0,0
9,20190419,91853,3,69,0,0,32.44,-12.02,10,1,0,0,0,0,0,20.42,0,0
9,20190419,121818,6,58,790,25.93,7.7,19.58,5,1,1.35,0,25.93,0,0,0,0,0
9,20190419,125653,9,132,4453,77.15,18.35,58.8,10,1,0,0,77.15,0,0,0,0,0
1,20190420,80010,1,29,1617,38.26,14.88,23.38,10,1,0,0,38.26,0,0,0,0,0
1,20190420,113953,4,50,0,0,7.48,-3.27,5,1,4.21,0,0,0,0,0,0,0
1,20190420,155719,4,162,6776,32.56,13.26,27.21,10,1,0,0,32.56,0,7.91,0,0,0
1,20190420,170041,5,150,9748,13.22,6.95,6.27,5,1,0,0,13.22,0,0,0,0,0
4,20190420,95224,6,55,6170,12.31,17.15,-4.84,10,1,0,0,12.31,0,0,0,0,0
4,20190420,130521,4,101,801,2.4,13.19,-10.79,10,1,0,0,2.4,0,0,0,0,0
4,20190420,144450,7,57,7203,65.68,10.96,65.88,10,1,0,0,65.68,0,0,11.16,0,0
4,20190420,161305,3,305,0,0,25.48,52.38,10,1,0,0,0,0,0,0,77.86,0
4,20190420,170801,1,85,8219,4.29,11.3,-7.01,10,1,0,0,4.29,0,0,0,0,0
4,20190420,195744,5,365,8380,15,26.45,14.07,10,1,0,0,15,0,0,0,25.52,0
8,20190420,204941,2,287,0,0,22.46,174.89,10,1,0,0,0,0,0,0,197.35,0
9,20190420,145135,2,180,1706,9.61,6.17,3.44,5,1,0,0,9.61,0,0,0,0,0
1,20190421,113926,4,47,0,0,5.49,37.95,5,1,43.44,0,0,0,0,0,0,0
4,20190421,95532,1,124,5921,57.95,13.87,44.08,5,1,0,0,57.95,0,0,0,0,0
1,20190422,91101,3,36,0,0,9.55,25.97,5,1,35.52,0,0,0,0,0,0,0
1,20190422,91538,3,37,1995,26.41,9.55,25.08,5,1,0,0,26.41,0,8.22,0,0,0
1,20190422,130416,5,35,5080,28.52,12.84,15.68,10,1,0,0,28.52,0,0,0,0,0
1,20190422,134516,5,66,8337,33.99,18.74,15.25,10,1,0,0,33.99,0,0,0,0,0
1,20190422,160320,5,194,5399,11.45,17.27,-5.82,10,1,0,0,11.45,0,0,0,0,0
1,20190422,162457,4,156,5838,46.3,12.64,33.66,10,1,0,0,46.3,0,0,0,0,0
1,20190422,190354,1,103,0,0,9.05,46.26,5,1,55.31,0,0,0,0,0,0,0
4,20190422,133650,2,116,0,0,13.74,-11.39,10,1,2.35,0,0,0,0,0,0,0
4,20190422,170107,3,300,4157,42,15.78,36.86,5,1,0,0,42,0,0,10.64,0,0
4,20190422,183130,4,309,0,0,6.47,-1.43,5,1,0,0,0,0,0,5.04,0,0
9,20190422,93715,5,15,3697,24,8.47,15.53,5,1,0,0,24,0,0,0,0,0
9,20190422,111451,6,39,7532,15.74,16.19,7.44,5,1,0,0,15.74,0,0,0,7.89,0
9,20190422,122910,1,53,0,0,15.58,1.21,10,1,0,0,0,0,7.88,0,8.91,0
9,20190422,135702,6,153,5756,39.78,6.36,33.42,5,1,0,0,39.78,0,0,0,0,0
1,20190423,85107,3,24,0,0,14.42,19.33,10,1,-20,0,0,0,0,0,53.75,0
1,20190423,144519,2,34,8957,17.05,9.91,7.14,5,1,0,0,17.05,0,0,0,0,0
1,20190423,153945,3,298,2657,59.91,10.34,49.57,5,1,0,0,59.91,0,0,0,0,0
1,20190423,163908,3,333,3054,9.78,8.16,1.62,5,1,0,0,9.78,0,0,0,0,0
1,20190423,201712,2,211,0,0,37.72,-2.67,10,1,35.05,0,0,0,0,0,0,0
4,20190423,134436,2,166,55,31.87,6.35,28.84,5,1,0,0,31.87,0,0,3.32,0,0
4,20190423,175832,3,306,8470,43.26,23.44,25.02,10,1,0,0,43.26,0,0,5.2,0,0
4,20190423,182717,4,103,8085,17.32,19.11,-1.79,10,1,0,0,17.32,0,0,0,0,0
9,20190423,162103,3,191,0,0,23.95,12.01,15,2,0,0,0,0,0,35.96,0,0
9,20190423,172454,7,132,0,0,15.77,40.68,10,1,0,0,0,0,0,56.45,0,0
1,20190424,93241,1,103,4948,14.84,12.86,1.98,5,1,0,0,14.84,0,0,0,0,0
1,20190424,141846,5,12,0,0,10.4,-0.49,10,1,-20,0,0,0,0,0,29.91,0
1,20190424,150327,4,181,3799,5.07,7.49,-2.42,5,1,0,0,5.07,0,0,0,0,0
1,20190424,150541,4,182,0,0,14.14,-9.84,10,1,4.3,0,0,0,0,0,0,0
1,20190424,151438,5,41,6776,38.66,15.1,23.56,10,1,0,0,38.66,0,0,0,0,0
1,20190424,163012,4,232,4555,58.96,7.76,51.2,5,1,0,0,58.96,0,0,0,0,0
1,20190424,164824,3,285,8614,43.59,24.58,24.31,15,2,5.3,0,43.59,0,0,0,0,0
4,20190424,142638,4,110,766,8.66,6.67,1.99,5,1,0,0,8.66,0,0,0,0,0
4,20190424,172647,5,201,0,0,13.64,30.51,10,1,20,0,0,0,0,0,24.15,0
9,20190424,102052,5,39,8755,64.58,12.84,163.18,10,1,0,0,64.58,0,0,0,111.44,0
9,20190424,151741,5,173,7438,34.81,22.59,12.22,10,1,0,0,34.81,0,0,0,0,0
9,20190424,155743,1,77,7761,64.45,38.14,26.31,25,3,0,0,64.45,0,0,0,0,0
9,20190424,173517,6,186,8085,8.03,17.28,-9.25,10,1,0,0,8.03,0,0,0,0,0
9,20190424,210829,3,327,6702,47.6,7.16,40.44,5,1,0,0,47.6,0,0,0,0,0
1,20190425,100821,3,47,1036,9.63,13.2,-3.09,10,1,0.48,0,9.63,0,0,0,0,0
1,20190425,112555,2,34,9748,6.36,8.12,-1.76,5,1,0,0,6.36,0,0,0,0,0
1,20190425,180607,3,345,4449,10.03,14.31,15.42,10,1,19.7,0,10.03,0,0,0,0,0
1,20190425,181019,3,349,8957,11.42,6.69,4.73,5,1,0,0,11.42,0,0,0,0,0
1,20190425,181248,3,351,0,0,13.88,-13.51,10,1,0.37,0,0,0,0,0,0,0
1,20190425,183244,4,186,3038,6.58,5.5,4.52,5,1,3.44,0,6.58,0,0,0,0,0
1,20190425,204014,3,477,3580,50,5.25,53.55,5,1,8.8,0,50,0,0,0,0,0
4,20190425,111200,1,44,0,0,45.84,242.11,10,1,0,0,0,0,0,0,0,287.95
4,20190425,131905,4,92,0,0,11.95,7.38,10,1,0,0,0,0,0,0,19.33,0
4,20190425,172429,4,286,9354,27.15,15.41,14.28,10,1,2.54,0,27.15,0,0,0,0,0
9,20190425,94408,3,96,1556,20.68,11.48,11.95,10,1,2.75,0,20.68,0,0,0,0,0
9,20190425,134802,7,55,2037,16.69,13.34,3.35,10,1,0,0,16.69,0,0,0,0,0
9,20190425,135245,4,23,5756,17.86,15.3,2.56,5,1,0,0,17.86,0,0,0,0,0
9,20190425,141442,7,67,229,27.56,17.03,10.53,10,1,0,0,27.56,0,0,0,0,0
9,20190425,202310,2,107,6488,51,21.84,29.16,10,1,0,0,51,0,0,0,0,0
1,20190426,105356,3,59,4311,12,10.33,29.95,10,1,28.28,0,12,0,0,0,0,0
1,20190426,161132,5,145,771,8.48,23.1,-14.62,15,2,0,0,8.48,0,0,0,0,0
1,20190426,175726,5,242,4490,20.86,17.28,3.58,10,1,0,0,20.86,0,0,0,0,0
4,20190426,91600,5,16,1268,40.5,23.31,17.19,10,1,0,0,40.5,0,0,0,0,0
4,20190426,121607,2,126,5989,73.65,45.22,45.3,10,1,0,0,73.65,0,0,0,16.87,0
4,20190426,130518,36,66,1657,37.29,29.3,7.99,5,1,0,0,37.29,0,0,0,0,0
4,20190426,191926,1,173,0,0,6.67,6.63,5,1,0,0,0,0,0,0,13.3,0
4,20190426,195652,1,200,6617,46.38,10.98,35.4,10,1,0,0,46.38,0,0,0,0,0
9,20190426,85426,36,24,0,0,10,-10,10,1,0,0,0,0,0,0,0,0
9,20190426,100024,5,47,0,0,23.92,20,5,1,43.92,0,0,0,0,0,0,0
9,20190426,154713,2,76,0,0,21.66,-11.51,5,1,0,0,0,0,0,10.15,0,0
9,20190426,154821,2,77,7959,4.02,10.04,-6.02,5,1,0,0,4.02,0,0,0,0,0
9,20190426,162212,5,240,0,0,23.26,62.95,20,2,0,0,0,0,0,86.21,0,0
1,20190427,104107,3,95,0,0,14.97,5.57,10,1,20.54,0,0,0,0,0,0,0
1,20190427,130442,5,25,790,4.55,7.59,-3.04,5,1,0,0,4.55,0,0,0,0,0
1,20190427,135940,4,114,0,0,8.61,7.03,5,1,0,0,0,0,0,5.64,0,10
1,20190427,153947,5,118,5845,8.17,9.68,-1.51,5,1,0,0,8.17,0,0,0,0,0
4,20190427,140116,5,104,3599,19.16,29.06,25.51,10,1,0,0,19.16,0,0,35.41,0,0
4,20190427,142457,4,220,8085,7,12.51,4.62,5,1,0,0,7,0,0,10.13,0,0
4,20190427,171439,5,267,2129,53.8,17.14,104.92,10,1,0,0,53.8,0,0,68.26,0,0
4,20190427,175743,4,325,0,0,10.43,-10,10,1,0.43,0,0,0,0,0,0,0
9,20190427,115835,6,97,7530,73.17,19.48,53.69,5,1,0,0,73.17,0,0,0,0,0
9,20190427,123236,3,13,0,0,21.94,-10.41,10,1,11.53,0,0,0,0,0,0,0
9,20190427,132212,2,33,4025,9.61,12.38,-2.77,5,1,0,0,9.61,0,0,0,0,0
9,20190427,161743,6,162,1658,83.73,36.65,87.09,15,2,0,0,83.73,0,40.01,0,0,0
9,20190427,162014,1,198,6848,37.9,51.9,-14,10,1,0,0,37.9,0,0,0,0,0
9,20190427,185231,3,183,5326,18.44,14.97,3.47,10,1,0,0,18.44,0,0,0,0,0
1,20190428,124158,3,200,799,35.56,5.97,29.59,5,1,0,0,35.56,0,0,0,0,0
1,20190428,150656,3,225,3054,3.45,8.07,-4.62,5,1,0,0,3.45,0,0,0,0,0
1,20190428,161808,4,167,0,0,17.53,-2.6,10,1,-20,0,0,0,0,0,34.93,0
1,20190428,163202,2,115,3799,2.53,6.43,-3.9,5,1,0,0,2.53,0,0,0,0,0
1,20190428,163917,2,118,6776,19.02,11.33,8.32,10,1,0.63,0,19.02,0,0,0,0,0
4,20190428,113929,72,20,2846,64.65,23.21,59.6,10,1,18.16,0,64.65,0,0,0,0,0
4,20190428,191914,2,294,6485,127.23,10.85,152.44,10,1,0,0,127.23,0,0,0,36.06,0
4,20190428,195146,2,312,4157,48.05,29.83,18.22,10,1,0,0,48.05,0,0,0,0,0
9,20190428,121533,8,7,8242,236.44,72.2,164.24,10,1,0,0,236.44,0,0,0,0,0
1,20190429,160328,3,245,5838,42.83,14.02,34.99,10,1,0,0,42.83,0,0,6.18,0,0
1,20190429,181409,2,210,6331,64.32,11.07,53.25,10,1,0,0,64.32,0,0,0,0,0
4,20190429,165455,2,205,4157,44.96,15.53,54.05,10,1,-20,0,44.96,0,0,0,44.62,0
4,20190429,173322,5,129,0,0,5.6,11.87,5,1,0,0,0,0,0,0,17.47,0
9,20190429,102419,7,12,1556,0.49,11.35,-10.86,10,1,0,0,0.49,0,0,0,0,0
1,20190430,195218,2,323,0,0,10.98,19.24,10,1,0,0,0,0,0,30.22,0,0
9,20190430,125754,3,166,1706,39.52,13.56,32.21,5,1,-50,0,39.52,0,0,0,56.25,0
1,20190501,121432,3,159,0,0,17.05,-7.22,10,1,0,0,0,0,0,0,9.83,0
1,20190501,163949,1,76,6776,14.65,14.06,14.41,10,1,0,0,14.65,0,13.82,0,0,0
1,20190501,171029,3,358,0,0,14.74,26.19,5,1,40.93,0,0,0,0,0,0,0
1,20190501,193357,3,425,0,0,10.93,15.68,10,1,26.61,0,0,0,0,0,0,0
4,20190501,200457,1,122,6170,19.91,13.41,6.5,10,1,0,0,19.91,0,0,0,0,0
1,20190502,93830,3,51,4948,9.96,14.47,-4.51,10,1,0,0,9.96,0,0,0,0,0
1,20190502,113845,4,60,799,11.71,6.92,4.79,5,1,0,0,11.71,0,0,0,0,0
1,20190502,133825,4,161,0,0,9.99,-6,5,1,-20,0,0,0,0,0,23.99,0
3,20190502,125624,4,177,7551,22.46,16.72,37.49,10,1,0,0,22.46,0,0,31.75,0,0
4,20190502,125419,3,136,3257,28.4,9.95,18.45,5,1,0,0,28.4,0,0,0,0,0
9,20190502,115359,5,94,2037,59.41,49.45,9.96,10,1,0,0,59.41,0,0,0,0,0
9,20190502,144314,2,48,8337,3.8,7.98,15.06,5,1,0,0,3.8,0,0,0,19.24,0
9,20190502,181024,17,49,0,0,7.59,119.12,5,1,0,0,0,0,0,0,0,126.71
1,20190503,92955,3,49,0,0,7.98,-5.18,5,1,0,0,0,0,0,0,2.8,0
9,20190503,114855,5,97,2037,35.7,28.64,7.06,10,1,0,0,35.7,0,0,0,0,0
9,20190503,151549,5,208,2525,26.91,14.59,14.29,10,1,1.97,0,26.91,0,0,0,0,0
4,20190504,145359,4,204,1007,10.56,10.73,-0.17,10,1,0,0,10.56,0,0,0,0,0
4,20190504,165700,5,277,0,0,11.5,18.29,10,1,0,0,0,0,0,0,29.79,0
4,20190504,210100,2,151,6510,29,35.88,41.3,20,2,0,0,29,0,48.18,0,0,0
1,20190505,114437,3,97,9748,19.89,15.47,4.42,5,1,0,0,19.89,0,0,0,0,0
1,20190505,144402,2,215,0,0,9.17,13.86,5,1,23.03,0,0,0,0,0,0,0
1,20190505,165606,2,271,0,0,16.46,5.47,10,1,21.93,0,0,0,0,0,0,0
1,20190505,172855,2,306,0,0,13.66,-5.32,10,1,0,0,0,0,3.59,4.75,0,0
1,20190505,173416,3,227,5845,19.31,8.26,17.63,5,1,6.58,0,19.31,0,0,0,0,0
4,20190505,193226,3,370,821,20.11,28.85,-1.98,10,1,0,0,20.11,0,0,0,6.76,0
9,20190505,131454,3,167,8566,7.85,19.34,-9.48,10,1,0,0,7.85,0,0,0,2.01,0
9,20190505,170400,2,57,9708,53.96,20.23,50.75,10,1,0,0,53.96,0,0,0,17.02,0
1,20190506,130526,4,133,799,26.16,5.62,20.54,5,1,0,0,26.16,0,0,0,0,0
1,20190506,140450,4,178,0,0,25.45,-21.54,20,2,0,0,0,0,0,3.91,0,0
1,20190506,145134,2,94,2606,97.61,43.71,74.78,10,1,20.88,0,97.61,0,0,0,0,0
1,20190506,160558,4,236,5838,58.63,20.31,38.32,10,1,0,0,58.63,0,0,0,0,0
1,20190506,185817,1,205,3183,165.53,19.07,146.46,10,1,0,0,165.53,0,0,0,0,0
4,20190506,155905,3,293,1657,22.6,13.52,9.08,10,1,0,0,22.6,0,0,0,0,0
4,20190506,172526,3,370,4547,91.36,17.44,157.59,10,1,0,0,91.36,0,0,0,83.67,0
9,20190506,113252,8,16,7129,25.11,21.29,37.45,10,1,0,0,25.11,0,18.41,0,15.22,0
9,20190506,162638,4,16,1658,44.05,41.47,83.38,10,1,0,0,44.05,0,80.8,0,0,0
4,20190507,131520,4,70,7761,22.17,22.05,0.12,15,2,0,0,22.17,0,0,0,0,0
9,20190507,152245,6,12,7959,53.75,10.07,43.68,10,1,0,0,53.75,0,0,0,0,0
9,20190507,153822,6,22,8614,50.88,27.15,23.73,10,1,0,0,50.88,0,0,0,0,0
9,20190507,220217,1,289,3943,6.38,10.33,-3.95,10,1,0,0,6.38,0,0,0,0,0
1,20190508,151443,3,115,3943,57.14,10.44,46.7,5,1,0,0,57.14,0,0,0,0,0
1,20190508,153957,3,134,4453,0.47,15.96,-15.49,10,1,0,0,0.47,0,0,0,0,0
4,20190508,103102,36,23,0,0,8.38,-8.38,5,1,0,0,0,0,0,0,0,0
9,20190508,160048,5,188,8337,98.66,18.42,80.24,5,1,0,0,98.66,0,0,0,0,0
3,20190509,175211,1,67,0,0,10.85,-10.85,10.85,2,0,0,0,0,0,0,0,0
3,20190509,180807,35,91,8404,4.02,10.82,-6.8,5,1,0,0,4.02,0,0,0,0,0
4,20190509,90438,2,5,4108,1.76,6.76,-5,5,1,0,0,1.76,0,0,0,0,0
4,20190509,134742,36,45,0,0,10.59,8.79,5,1,0,0,0,0,0,19.38,0,0
4,20190509,205039,2,414,9354,90.39,18.04,98.43,10,1,0,0,90.39,0,0,26.08,0,0
9,20190509,133536,1,86,2525,4.88,15.38,-10.5,10,1,0,0,4.88,0,0,0,0,0
1,20190510,101047,5,5,4311,312.13,15.49,296.64,10,1,0,0,312.13,0,0,0,0,0
1,20190510,155519,2,99,771,22.08,12.61,9.47,5,1,0,0,22.08,0,0,0,0,0
1,20190510,163055,2,127,4142,18.7,12.02,6.68,10,1,0,0,18.7,0,0,0,0,0
4,20190510,161910,6,109,0,0,6.5,-4.93,5,1,-36,0,0,0,0,0,37.57,0
4,20190510,162849,2,184,2840,8,17.6,-5,10,1,4.6,0,8,0,0,0,0,0
4,20190510,172710,6,166,695,37.75,5.99,31.76,5,1,0,0,37.75,0,0,0,0,0
9,20190510,152302,7,142,5326,37.11,15.83,21.28,10,1,0,0,37.11,0,0,0,0,0
9,20190510,155423,4,41,9748,21.55,13.48,8.07,10,1,0,0,21.55,0,0,0,0,0
1,20190511,82706,1,46,799,33.43,5.98,29.19,5,1,1.74,0,33.43,0,0,0,0,0
1,20190511,94020,1,51,0,0,16.55,-7.92,10,1,8.63,0,0,0,0,0,0,0
9,20190511,120008,7,29,5638,30.58,30.24,0.34,10,1,0,0,30.58,0,0,0,0,0
9,20190511,125727,8,91,8755,84.42,21.68,62.74,10,1,0,0,84.42,0,0,0,0,0
4,20190512,131336,2,181,0,0,27.07,52.05,10,1,0,0,0,0,0,79.12,0,0
4,20190512,152739,1,184,3257,5.85,7.99,1.58,5,1,0,0,5.85,0,0,0,3.72,0
4,20190512,162717,1,227,3599,45.83,11.59,37.81,10,1,3.57,0,45.83,0,0,0,0,0
9,20190512,113524,4,24,0,0,19.59,70.77,10,1,0,0,0,0,0,90.36,0,0
1,20190513,124502,2,8,508,0.3,6.98,19.28,5,1,13,12.96,0.3,0,0,0,0,0
1,20190513,125739,2,15,1604,17.61,5.95,11.66,5,1,0,0,17.61,0,0,0,0,0
1,20190513,191522,2,223,5838,44.65,15.91,28.74,10,1,0,0,44.65,0,0,0,0,0
4,20190513,132845,2,140,8085,17.55,8.52,9.03,5,1,0,0,17.55,0,0,0,0,0
4,20190513,135159,2,164,695,18.84,21.83,-2.99,5,1,0,0,18.84,0,0,0,0,0
4,20190513,144235,3,245,0,0,15.95,182.98,5,1,0,0,0,0,0,0,198.93,0
4,20190513,171103,1,24,6170,8.46,20.89,-12.43,10,1,0,0,8.46,0,0,0,0,0
